,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
290,Facebook,SOCIAL,4.1,78158306,Varies with device,1000000000,Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,Negative,-0.0070029020248963,0.4602073498809773
291,Facebook,SOCIAL,4.1,78128208,Varies with device,1000000000,Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,Negative,-0.0070029020248963,0.4602073498809773
292,Facebook Lite,SOCIAL,4.3,8606259,Varies with device,500000000,Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,Negative,-0.0009910877556351,0.4561272204806687
293,Facebook Lite,SOCIAL,4.3,8595964,Varies with device,500000000,Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,Negative,-0.0009910877556351,0.4561272204806687
294,Google+,SOCIAL,4.2,4831125,Varies with device,1000000000,Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,Positive,0.3680555555555556,0.4694444444444444
295,Google+,SOCIAL,4.2,4828372,Varies with device,1000000000,Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,Positive,0.3680555555555556,0.4694444444444444
296,Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,10000000,Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,Positive,0.0475896043515136,0.5375361254760332
297,Amino: Communities and Chats,SOCIAL,4.8,1264084,62M,10000000,Free,0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up,Positive,0.0475896043515136,0.5375361254760332
298,HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,10000000,Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,Negative,-0.0517049645504235,0.494051689051689
299,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,Positive,0.1284891774891775,0.4161027687590187
300,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,Positive,0.1284891774891775,0.4161027687590187
301,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,Positive,0.1284891774891775,0.4161027687590187
302,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,Varies with device,100000000,Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,Positive,0.1284891774891775,0.4161027687590187
303,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35M,10000000,Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,Positive,0.2296042017396183,0.5231201565923789
304,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35M,10000000,Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,Positive,0.2296042017396183,0.5231201565923789
305,"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,Varies with device,10000000,Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,Neutral,0.3016666666666667,0.4355555555555556
306,"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175523,Varies with device,10000000,Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,Neutral,0.3016666666666667,0.4355555555555556
307,Amazon for Tablets,SHOPPING,4.0,141613,22M,10000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,Positive,0.1011360479797979,0.3711906565656565
308,Amazon for Tablets,SHOPPING,4.0,141584,22M,10000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,Positive,0.1011360479797979,0.3711906565656565
309,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,100000000,Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,Positive,0.0383805455347121,0.6177662898829566
310,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,Varies with device,100000000,Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,Positive,0.0383805455347121,0.6177662898829566
311,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,Varies with device,100000000,Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,Positive,0.0383805455347121,0.6177662898829566
312,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,100000000,Free,0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device,Positive,0.0383805455347121,0.6177662898829566
313,Amazon Shopping,SHOPPING,4.3,909226,42M,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,Positive,0.1820225865037373,0.4624378936759889
314,Amazon Shopping,SHOPPING,4.3,909204,42M,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,Positive,0.1820225865037373,0.4624378936759889
315,Amazon Shopping,SHOPPING,4.3,908525,42M,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,Positive,0.1820225865037373,0.4624378936759889
316,Flipp - Weekly Shopping,SHOPPING,4.6,85858,Varies with device,10000000,Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,Positive,0.3236720779220779,0.5630284751091202
317,Flipp - Weekly Shopping,SHOPPING,4.6,85782,Varies with device,10000000,Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,Positive,0.3236720779220779,0.5630284751091202
318,GS SHOP,SHOPPING,3.8,44255,15M,10000000,Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,Positive,0.2391812865497076,0.3475877192982456
319,11st,SHOPPING,3.8,48732,20M,10000000,Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,Positive,0.185942784067784,0.4553404465904466
320,Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,100000000,Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,Positive,0.2915263605442177,0.4788622885051457
321,Flipkart Online Shopping App,SHOPPING,4.4,6003590,Varies with device,100000000,Free,0,Teen,Shopping,"August 2, 2018",Varies with device,Varies with device,Positive,0.2915263605442177,0.4788622885051457
322,Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,Positive,0.1304861457986457,0.3951831964331964
323,Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,Positive,0.1304861457986457,0.3951831964331964
324,Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,Positive,0.1304861457986457,0.3951831964331964
325,"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,Positive,0.285940735479798,0.4711918197543197
326,"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,Positive,0.285940735479798,0.4711918197543197
327,"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,Positive,0.285940735479798,0.4711918197543197
328,"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,Varies with device,50000000,Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,Positive,0.285940735479798,0.4711918197543197
329,Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,10000000,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,Positive,0.3054831433998101,0.5440019228160253
330,Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,10000000,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,Positive,0.3054831433998101,0.5440019228160253
331,ASOS,SHOPPING,4.7,181798,22M,10000000,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,Positive,0.3169166366041365,0.5864045214045215
332,ASOS,SHOPPING,4.7,181823,22M,10000000,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,Positive,0.3169166366041365,0.5864045214045215
333,Google Photos,PHOTOGRAPHY,4.5,10858556,Varies with device,1000000000,Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,Positive,0.1475095857389778,0.5018935734339623
334,Google Photos,PHOTOGRAPHY,4.5,10858538,Varies with device,1000000000,Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,Positive,0.1475095857389778,0.5018935734339623
335,Google Photos,PHOTOGRAPHY,4.5,10859051,Varies with device,1000000000,Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,Positive,0.1475095857389778,0.5018935734339623
336,Google Photos,PHOTOGRAPHY,4.5,10847682,Varies with device,1000000000,Free,0,Everyone,Photography,"August 1, 2018",Varies with device,Varies with device,Positive,0.1475095857389778,0.5018935734339623
337,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22M,10000000,Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,Positive,0.1942810457516339,0.5888655462184874
338,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,10000000,Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,Positive,0.1942810457516339,0.5888655462184874
339,Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,50000000,Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,Positive,0.185388498075998,0.486466274135917
340,Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,Varies with device,50000000,Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,Positive,0.185388498075998,0.486466274135917
341,B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,Varies with device,100000000,Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,Positive,0.0817821279198232,0.5275852272727273
342,B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282558,Varies with device,100000000,Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,Positive,0.0817821279198232,0.5275852272727273
343,B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,Varies with device,100000000,Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,Positive,0.0817821279198232,0.5275852272727273
344,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53M,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Neutral,0.3,0.3
345,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53M,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Neutral,0.3,0.3
346,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Neutral,0.3,0.3
347,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Neutral,0.3,0.3
348,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53M,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Neutral,0.3,0.3
349,"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26M,10000000,Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,Positive,0.372797619047619,0.4803156565656565
350,Flickr,PHOTOGRAPHY,4.3,251951,16M,10000000,Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,Positive,0.1774324908309283,0.4359923749572187
351,Flickr,PHOTOGRAPHY,4.3,251951,16M,10000000,Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,Positive,0.1774324908309283,0.4359923749572187
352,"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,100000000,Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,Positive,0.419417735042735,0.4619810744810745
353,"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,100000000,Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,Positive,0.419417735042735,0.4619810744810745
354,"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418158,Varies with device,100000000,Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,Positive,0.419417735042735,0.4619810744810745
355,"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,Varies with device,100000000,Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,Positive,0.419417735042735,0.4619810744810745
356,"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649,Varies with device,100000000,Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,Positive,0.1952779201792359,0.5430153034100402
357,"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368646,Varies with device,100000000,Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,Positive,0.1952779201792359,0.5430153034100402
358,"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,Varies with device,100000000,Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,Positive,0.1952779201792359,0.5430153034100402
359,Blur Image Background,PHOTOGRAPHY,3.9,129272,11M,10000000,Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,Positive,0.372717803030303,0.643939393939394
360,Blur Image Background,PHOTOGRAPHY,3.9,129268,11M,10000000,Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,Positive,0.372717803030303,0.643939393939394
361,HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5M,10000000,Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,Positive,0.1546986687071012,0.5695181114814052
362,Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7M,10000000,Free,0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,Positive,0.7702690972222223,0.5333333333333333
363,HD Camera for Android,PHOTOGRAPHY,4.1,351254,4.0M,10000000,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,Positive,0.3761914062499999,0.5457669413919414
364,HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0M,10000000,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,Positive,0.3761914062499999,0.5457669413919414
365,GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47M,10000000,Free,0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,Negative,-0.0077905568307353,0.4620191285278281
366,Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,Varies with device,10000000,Free,0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,Positive,0.1532142857142857,0.4769047619047619
367,EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44M,10000000,Free,0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,Positive,0.3380653936903937,0.586203964953965
368,Color Touch Effects,PHOTOGRAPHY,3.8,167652,12M,10000000,Free,0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,Positive,0.1157204208437761,0.4457095864661654
369,Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24M,10000000,Free,0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,Positive,0.0814592086834733,0.5220456932773109
370,"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6.0M,10000000,Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,Positive,0.0682582232582232,0.4427767448600782
371,"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0M,10000000,Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,Positive,0.0682582232582232,0.4427767448600782
372,BeSoccer - Soccer Live Score,SPORTS,4.5,152780,Varies with device,10000000,Free,0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,Positive,0.3567684784351451,0.4046538800705467
373,All Football - Latest News & Videos,SPORTS,4.6,152867,17M,10000000,Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,Positive,0.4320632947781385,0.5105386453823954
374,All Football - Latest News & Videos,SPORTS,4.6,152653,17M,10000000,Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,Positive,0.4320632947781385,0.5105386453823954
375,Eurosport,SPORTS,4.0,121003,Varies with device,10000000,Free,0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,Positive,0.0490445574162679,0.4273702722715881
376,365Scores - Live Scores,SPORTS,4.6,666521,25M,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,Positive,0.4383116883116883,0.6396103896103896
377,365Scores - Live Scores,SPORTS,4.6,666246,25M,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,Positive,0.4383116883116883,0.6396103896103896
378,Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765,Varies with device,50000000,Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,Positive,0.097012013936356,0.5658186185159869
379,Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838738,Varies with device,50000000,Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,Positive,0.097012013936356,0.5658186185159869
380,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Positive,0.0929921564980158,0.5015541294642857
381,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14M,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Positive,0.0929921564980158,0.5015541294642857
382,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Positive,0.0929921564980158,0.5015541294642857
383,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Positive,0.0929921564980158,0.5015541294642857
384,Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260121,Varies with device,10000000,Free,0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,Positive,0.1016222066478106,0.5454440715680212
385,Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,Varies with device,10000000,Free,0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,Positive,0.1016222066478106,0.5454440715680212
386,Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,100000000,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,Positive,0.0141768353174603,0.4009321581196581
387,Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830387,Varies with device,100000000,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,Positive,0.0141768353174603,0.4009321581196581
388,Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,100000000,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,Positive,0.0141768353174603,0.4009321581196581
389,Airbnb,TRAVEL_AND_LOCAL,4.4,359403,Varies with device,10000000,Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,Positive,0.1080045398230162,0.4949079525505216
390,Airbnb,TRAVEL_AND_LOCAL,4.4,359560,Varies with device,10000000,Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,Positive,0.1080045398230162,0.4949079525505216
391,Google Earth,TRAVEL_AND_LOCAL,4.3,2338655,Varies with device,100000000,Free,0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,Positive,0.0949020549208519,0.4649624806062775
392,Google Earth,TRAVEL_AND_LOCAL,4.3,2339098,Varies with device,100000000,Free,0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,Positive,0.0949020549208519,0.4649624806062775
393,GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42M,10000000,Free,0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,Positive,0.2726742875180375,0.5009855994699745
394,"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14M,10000000,Free,0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,Positive,0.0713009654292751,0.412184103526468
395,Google Street View,TRAVEL_AND_LOCAL,4.2,2129689,Varies with device,1000000000,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,Negative,-0.5,0.6916666666666667
396,Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,1000000000,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,Negative,-0.5,0.6916666666666667
397,AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37M,10000000,Free,0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,Negative,-0.1036063011063011,0.4323617123617123
398,Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,Varies with device,10000000,Free,0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up,Positive,0.4127303739145844,0.5649483873825979
399,Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,Varies with device,10000000,Free,0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,Negative,-0.0623398392794944,0.4214936131192289
400,Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889,Varies with device,10000000,Free,0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device,Positive,0.1966247294372294,0.4770078790670308
401,2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,Varies with device,50000000,Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,Positive,0.2231290426587301,0.3966579365079365
402,GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,10000000,Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,Positive,0.3980736961451247,0.4026825396825397
403,Google,TOOLS,4.4,8033493,Varies with device,1000000000,Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,Positive,0.2603594687476266,0.4927439336978811
404,Google,TOOLS,4.4,8021623,Varies with device,1000000000,Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,Positive,0.2603594687476266,0.4927439336978811
405,Google Translate,TOOLS,4.4,5745093,Varies with device,500000000,Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,Positive,0.2141666666666666,0.4899999999999999
406,Google Translate,TOOLS,4.4,5741684,Varies with device,500000000,Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,Positive,0.2141666666666666,0.4899999999999999
407,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15M,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,Positive,0.2785210969585969,0.4570770895770896
408,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,Positive,0.2785210969585969,0.4570770895770896
409,Device Help,TOOLS,4.2,28860,Varies with device,100000000,Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,Positive,0.0963957382707382,0.3562866225366225
410,Account Manager,TOOLS,4.1,76604,Varies with device,100000000,Free,0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,Negative,-0.0876352028127596,0.4564656849884123
411,File Manager,TOOLS,4.6,739329,Varies with device,50000000,Free,0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,Neutral,0.0618328168044077,0.3133000459136822
412,"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,10000000,Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,Neutral,-0.0375,0.1541666666666666
413,ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,10000000,Free,0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,Positive,0.5167708333333333,0.5952976190476191
414,Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,10000000,Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,Positive,0.1306823310132133,0.5235522935864323
415,File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,10000000,Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,Neutral,0.2146464646464646,0.3605555555555556
416,HTC Lock Screen,TOOLS,4.1,28250,Varies with device,10000000,Free,0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,Negative,0.0314881877381877,0.4492459777876444
417,Gboard - the Google Keyboard,TOOLS,4.2,1859115,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
418,Gboard - the Google Keyboard,TOOLS,4.2,1859109,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
419,Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
420,AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,10000000,Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,Positive,0.1895487012987013,0.4328650238650239
421,HTC Sense Input,TOOLS,3.4,17030,Varies with device,10000000,Free,0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,Positive,0.0246681547619047,0.4201793154761905
422,App vault,TOOLS,3.4,25094,Varies with device,10000000,Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,Negative,-0.0435350576073232,0.4761634199134199
423,DuraSpeed,TOOLS,3.8,5431,1.3M,10000000,Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,Neutral,-0.0340440115440115,0.3966870516870516
424,Digital Alarm Clock,TOOLS,4.2,118439,16M,10000000,Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,Positive,0.3410732909398732,0.480794760360488
425,Alarm Clock Free,TOOLS,4.0,59973,11M,10000000,Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,Positive,0.1557617749897161,0.356840342197485
426,High-Powered Flashlight,TOOLS,4.5,429580,Varies with device,10000000,Free,0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,Positive,0.3389572975023343,0.5057320261437909
427,Flashlight & LED Torch,TOOLS,4.3,111507,Varies with device,10000000,Free,0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,Neutral,0.2497333333333333,0.2581777777777778
